doc_id,source_file,block_id,original_block_type,new_block_type,caption_text,cleanup_action,caption_cleanup_rule_id,caption_cleanup_reason,confidence,protected_hit,signoff_label,nearby_preview,safe_to_demote
doc_0195,doc_0195.pdf,p4_b0038,table_caption,paragraph,Table 2. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,paragraph: Microorganisms and Cultivation Conditions. All strains used in this study are listed in | paragraph: coli JM109 was used for plasmid construction and propagation. E. coli BL21(DE3) was used as the initial host strain for construction of the NeuAc synthetic pathway. E. coli cells ...,true
doc_0196,doc_0196.pdf,p3_b0021,table_caption,paragraph,Table 1. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,"paragraph: All strains and plasmids used in this study are listed in | paragraph: coli DH5α and B. subtilis 3D6.2 were used for plasmid construction and as a host strain, respectively. All the primers are listed in Supplementary Table S1. Wild- type and mutant ...",true
doc_0196,doc_0196.pdf,p5_b0098,table_caption,table_caption,Table 1 (continued),skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: BLaK1 BLaK2 BLaK3 BLaS1 Z1, pGP BLaS2 Z1, pSP BLaS3 Z1, pGS BLaS4 Z1, pSG BLaS5 Z1, pPG BLaS6 Z1, pPS BLaS7 Z1, pAB | paragraph: BLaS8 Z1, pAA, pBt BLaKA1 Z1, pA0, pBt BLaKB1 Z1, pAA, pB0 BLaS9 Z1, pA2A, pBt BLaS10 Z1, pA3A, pBt BLaS11 Z1, pA4A, pBt Plasmids pHT0a E. coli–B. subtilis shuttle vector (AMPr, C...",false
doc_0198,doc_0198.pdf,p4_b0038,figure_caption,figure_caption,Fig. 2. 2.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: Taking pCD-PY as a template, the candidate genes plst6, plst6*, bst and bst* were cloned to the position of pst6-224 to generate pCD-LY, pCD- L*Y, pCD-BY and pCD-B*Y, respectively... | paragraph: 3. Gene knockout via CRISPR-Cas9 system Genes lacZ, nanA, pfkA and nagB were knocked out from E. coli chromosome by CRISPR-Cas9 system. The CRISPR-Cas9 system based on two-plasmid...",false
doc_0202,doc_0202.pdf,p2_b0024,table_caption,paragraph,Table 1. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,"paragraph: Strains, Plasmids, and Culture Conditions. All of the plasmids and strains used in this study are listed in | paragraph: coli JM109 was utilized for DNA manipulation and plasmid recombination. The previously constructed strains, BWL and BWLWC, were used as chassis strains for 2′-FL production in thi...",true
doc_0212,doc_0212.pdf,p2_b0018,table_caption,paragraph,Table S1. The E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,"paragraph: The primers used in this study were synthesized by GENEWIZ (Suzhou, China). 2.2. Plasmids and strains The strains and plasmids used in this study are listed in Table 2, while the ... | paragraph: coli DH5α strain was used for plasmid construction, and P. pastoris GS115, X-33, SMD1163, and SMD1168 strains were used as the host cells for recombinant expression of the lactofe...",true
doc_0218,doc_0218.pdf,p3_b0043,figure_caption,figure_caption,Figure 1.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,high,false,eval_only_noise,"paragraph: Effects of the Spc2 deletion on cleavage of TM segments As shown above, N#CPYt(h) variants with N# > 16 were more efficiently cleaved when Spc2 was absent or lacking its C-termina... | paragraph: The N-length-dependent signal sequence cleavage profile in the spc2Δ strain. (A) Schematics of N#CPYt(h) constructs. The extended N-terminal sequences are from Dap2, a yeast SA pr...",false
doc_0218,doc_0218.pdf,p4_b0051,figure_caption,figure_caption,Figure 2.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,high,false,eval_only_noise,"paragraph: Thus, the deletion of Spc2 enhances the cleavage efficiencies of TM segments, particularly of those that have slightly longer h-regions than those in typical SPs (Petersen et al.,... | paragraph: The C-terminal domain of Spc2 is important for N-length-dependent signal sequence cleavage. (A) Structures of human SPCS2 (PDB: 7P2P) and yeast Spc2 (predicted by AlphaFold2, UniP...",false
doc_0218,doc_0218.pdf,p15_b0172,figure_caption,figure_caption,Figure S1.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,high,false,eval_only_noise,"title: # Supplemental material | paragraph: Presents sequences and data related to Spc2, its homologs and mutants. (A) Sequence alignment of Spc2 homologs (human, canine and S. cerevisiae). Predicted TMs are in yellow. Unde...",false
doc_0218,doc_0218.pdf,p16_b0175,figure_caption,figure_caption,Figure S2.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,high,false,eval_only_noise,paragraph: S1 | paragraph: Shows the predicted signal sequence cleavage sites of the proteins used in the study. (A) The N-terminal 60 residues of Pho8 and Pho8(P54A) are shown. Signal-anchored sequences ar...,false
doc_0218,doc_0218.pdf,p17_b0178,figure_caption,figure_caption,Figure S3.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,high,false,eval_only_noise,paragraph: S2 | paragraph: Provides model validation for the MD simulations. (A and B) Comparison of the α-carbon root mean squared fluctuations (RMSFs) between all- atom (AA) and coarse-grained (CG) MD sim...,false
doc_0218,doc_0218.pdf,p18_b0181,figure_caption,figure_caption,Figure S4.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,high,false,eval_only_noise,paragraph: S3 | paragraph: Includes MD simulation data on water density profiles and maps. (A) Water density profiles computed using gmx density. The solid line is computed from an all-atom MD simulation wi...,false
doc_0218,doc_0218.pdf,p19_b0185,figure_caption,figure_caption,Figure S5.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,high,false,eval_only_noise,"paragraph: Provided online are Table S1, Data S1, and Data S2. Table S1 shows signal sequences used in Fig. 1 and Fig. 3 E. Data S1 contains mass spectrometry data on the abundance ratio bet... | paragraph: Illustrates structural rearrangements of the SPC upon removal of Spc2. (A) Crossing angle computed from the vector defined in the Spc3 TM helix 1, between residues 4 and 23, and t...",false
doc_0219,doc_0219.pdf,p12_b0225,figure_caption,figure_caption,"Figure 1. Genome research, 14, 1188–1190.",skip_uncertain,,Sign-off label is uncertain.,medium,false,uncertain,"paragraph: WebLogo: A Sequence Logo Generator: | paragraph: 42. Letunic, I., & Bork, P. (2021). Interactive Tree Of Life (iTOL) v5: an online tool for phylogenetic tree display and annotation. Nucleic Acids Research, 49, W293–W296. 43. Wu,...",false
doc_0222,doc_0222.pdf,p2_b0021,table_caption,table_caption,Table S4. 2.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: The sequences of the signal peptides used in this study are listed in | paragraph: 3. Construction of plasmids expressing molecular chaperone genes To construct plasmids expressing molecular chaperone genes, pGA PHA was linearized using primers pGAPHA-F/R. Meanw...",false
doc_0222,doc_0222.pdf,p2_b0025,table_caption,table_caption,Table S4. 2.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: Finally, the upstream homologous arm, PAB1 expression cassette, pro moter PGCW14, CPR5, terminator TGCW14, antibiotic resistance expression cassette, replicon, and downstream homo... | paragraph: 5. Strain transformation E. coli was transformed using the heat-shock method. K. phaffii was transformed via electrotransformation. First, plasmids were linearized using restricti...",false
doc_0240,doc_0240.pdf,p9_b0058,table_caption,table_caption,Table 1. Cont.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,paragraph: 9 of 26 | subsection_heading: ### Pathway,false
doc_0250,doc_0250.pdf,p4_b0075,figure_caption,figure_caption,Figure 1.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,high,false,eval_only_noise,"subsection_heading: ### B | paragraph: A: Scheme for the immobilization of Neu5Ac on epoxy beads using a-(2,3)-sialyltransferase. B: RNA amount bound on beads during each immobilization steps were quantitated using Bia...",false
doc_0250,doc_0250.pdf,p6_b0104,figure_caption,figure_caption,Figure 3.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,high,false,eval_only_noise,subsection_heading: ### B | paragraph: Neuraminidase activity in the presence of the aptamer. A: The fluorescence intensity of the 4-methylumbellifery-N-acetyl-a-D-neuraminic (Mu-Neu5Ac) of 6.25 nM was observed after i...,false
doc_0254,doc_0254.pdf,p3_b0034,table_caption,table_caption,Table 1. 2.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,paragraph: Mice food allergy symptom score Food allergy symptoms in mice were scored within 30 minutes of the last challenge. The observation methods and scoring cri- teria were referenced f... | paragraph: 4.,false
doc_0254,doc_0254.pdf,p3_b0040,table_caption,table_caption,Table S1.† 2.,skip_uncertain,,Sign-off label is uncertain.,medium,false,uncertain,"paragraph: After dehydration with gradient ethanol, the tissue samples were embedded in paraffin, trimmed, and sliced. After dewax- ing treatment, the tissues were dyed with hematoxylin–eosi... | paragraph: 6.",false
doc_0257,doc_0257.pdf,p11_b0120,figure_caption,figure_caption,SUPPLEMENTARY FIGURE S2 Effect of 2′-FL on neuritogenesis.,skip_keep_as_caption,,Sign-off label is keep_as_caption.,medium,false,keep_as_caption,paragraph: The Supplementary Material for this article can be found online at: https://www.frontiersin.org/articles/10.3389/fphar.2025.1598030/ full#supplementary-material SUPPLEMENTARY FIGU... | section_heading: ## References,false
doc_0268,doc_0268.pdf,p4_b0059,figure_caption,figure_caption,Fig. 2.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,high,false,eval_only_noise,paragraph: Retention time (min) (d) | paragraph: HPLC Profiles of the Reaction Products Produced by CMP- Neu5Ac Synthetase SHIZ-145.,false
doc_0268,doc_0268.pdf,p4_b0066,figure_caption,figure_caption,Fig. 4.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,high,false,eval_only_noise,paragraph: pH Relative activity (%) | paragraph: The Effects of pH and Temperature on the Activity of CMP- Neu5Ac Synthetase SHIZ-145.,false
doc_0268,doc_0268.pdf,p4_b0069,table_caption,table_caption,Table 2.,skip_keep_as_caption,,Sign-off label is keep_as_caption.,high,false,keep_as_caption,"paragraph: Tris–HCl buffer (pH 9.0) and (B) pH at 30 C in 100 mM Bis-Tris buffer (open diamonds), 100 mM sodium acetate buffer (open squares), 100 mM Tris–HCl buffer (triangles), 100 mM CHES... | paragraph: Effects of Divalent Cations on the Activity of CMP- Neu5Ac Synthetase SHIZ-145 Divalent cation (10 mM)",false
doc_0270,doc_0270.pdf,p11_b0076,table_caption,table_caption,"Supplementary Table 1. Subsequently, TruSeqTM RNA Sample Fig.",skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: Quantitative real-time reverse transcription polymerase chain reaction and RNA-Sequencing. The total RNA was isolated from the cells and tibia of mice using an RNeasy kit (74106, ... | paragraph: 5 3′-Sialyllactose alleviates bone loss in a mouse osteoporosis model. a Experimental design of the ovariectomy (OVX) mouse model. Six weeks after surgery, the OVX mice were admin...",false
doc_0277,doc_0277.pdf,p11_b0477,table_caption,table_caption,Supplementary Table 6. E.,skip_rule_guard,,Supplementary fragment lacks strong continuation evidence for parsed cleanup.,medium,false,safe_to_demote,"paragraph: Strains and growth conditions All engineered E. coli strains used and constructed in this work are derivatives of the WT strain E. coli (MG1655). The E. coli DH5α strain was used ... | paragraph: coli was grown in LB medium, and transformants were selected on plates containing kanamycin (50 μg/mL), or chlor- amphenicol (34 μg/mL), as appropriate.",true
doc_0301,doc_0301.pdf,p6_b0042,figure_caption,figure_caption,Figure 3. Cont.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,paragraph: 6 of 13 3.3. 6SL Suppressed E2F1–pRb Pathway Signaling and Induced Cell Cycle Arrest at the G1 and S Phases in a TP-Induced BPH Rat Model Increased activity of the transcription f... | paragraph: 7 of 13,false
doc_0301,doc_0301.pdf,p7_b0050,figure_caption,figure_caption,Figure 4. Cont.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"section_heading: ## 6SL on BPH-related key markers (Figure 4B, Supplementary Data 4B). | paragraph: 8 of 13",false
doc_0302,doc_0302.pdf,p5_b0066,figure_caption,figure_caption,Figure 2. Cont.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,paragraph: The lactate level of the 6′-SL treated group (3.0 ± 0.35 mmol/L) was lower than that of the control group (4.3 ± 0.35 mmol/L) at rest. Immediately after the treadmill exercise (0 ... | paragraph: 6 of 11 (A) (B),false
doc_0302,doc_0302.pdf,p6_b0075,figure_caption,figure_caption,Figure 3. Cont.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,paragraph: (A) | paragraph: 7 of 11 (A) (B),false
doc_0304,doc_0304.pdf,p23_b0194,table_caption,table_caption,Table 2 (continued),skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: In addition, the engineering of industrial strains to simultaneously secrete multiple ligninolytic enzymes is required to reduce biofuels and other commercially important chemical... | subsection_heading: ### Microbes",false
doc_0316,doc_0316.pdf,p7_b0069,table_caption,paragraph,Table S1. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,paragraph: Plasmids and Strains. Complete plasmids and strains used in this study are listed in | paragraph: coli MG1655 was the initial strain and was preserved in our lab. E. coli DH5α was used for plasmid construction and amplification. All primers used in plasmid and fused fragment c...,true
doc_0318,doc_0318.pdf,p3_b0031,table_caption,table_caption,Table S3. 2.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: The genome-editing approach employed in this study uses a two- plasmid system, consisting of a pCas9 plasmid encoding the Cas9 nuclease and a pTargetF plasmid harboring the single... | paragraph: 5. Fed-batch cultivation Strains BL-6SL24 and BL-6SL30 were grown in a 5 L bioreactor (T&J Bioengineering, Shanghai, China) containing 2 L of DM with an initial",false
doc_0326,doc_0326.pdf,p8_b0077,table_caption,table_caption,Table 1. (Continued),skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,subsection_heading: ### e10649 (7 of 20) | paragraph: System Metabolic Node or Target Summary Proof of concept Refs.,false
doc_0335,doc_0335.pdf,p7_b0095,figure_caption,paragraph,Figure 2. The B.,demote_to_paragraph,phase5d3_article_plus_single_letter_fragment,Sign-off safe_to_demote and nearby text supports organism/name continuation fragment.,high,false,safe_to_demote,"paragraph: the NC and B. breve+LNnT groups than in the MC group, whereas Verrucomicrobiota was more abundant in the MC group than in the other 2 groups. The top 30 genera, which together acc... | paragraph: breve+LNnT improves gastrointestinal regulatory peptide and neurotransmitter levels in constipated mice. (A) GAS, (B) MLT, (C) VIP, and (D) NO. Data are obtained from 3 independen...",true
doc_0335,doc_0335.pdf,p8_b0107,figure_caption,paragraph,Figure 3. The B.,demote_to_paragraph,phase5d3_article_plus_single_letter_fragment,Sign-off safe_to_demote and nearby text supports organism/name continuation fragment.,high,false,safe_to_demote,"paragraph: To elucidate the relationship among gut microbiota, SCFA, and mucus secretion following B. breve+LNnT intervention, we conducted a correlation analysis (Figure | paragraph: breve+LNnT promotes intestinal mucus production. (A) MUC2 immunohistochemistry staining, (B) fluorescence in situ hy- bridization (FISH) of Bifidobacterium, (C) Agr2 and Muc2 mRNA...",true
doc_0338,doc_0338.pdf,p10_b0106,table_caption,table_caption,Table 1. Cont.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,paragraph: 10 of 20 | subsection_heading: ### Neurite density,false
doc_0339,doc_0339.pdf,p10_b0106,table_caption,table_caption,Table 1. Cont.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,paragraph: 10 of 20 | subsection_heading: ### Neurite density,false
doc_0351,doc_0351.pdf,p6_b0072,figure_caption,figure_caption,Figure 1.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,high,false,eval_only_noise,"paragraph: Construction of KJ012 for Succinate Production by Deletion of ldhA, adhE, and ackA E. coli produces a mixture of lactate, acetate, ethanol, and succinate during glucose fermentati... | paragraph: Fermentation of glucose to succinate. A: Central metabolism indicating genes deleted in constructs engineered for succinate production. Solid arrows represent central fermentative...",false
doc_0351,doc_0351.pdf,p10_b0092,figure_caption,figure_caption,Figure 4.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,high,false,eval_only_noise,"paragraph: Growth during metabolic evolution of KJ012 to produce KJ017, KJ032, and KJ060. Strain KJ012 was sequentially transferred in NBS medium containing 5% (w/v) (A) and 10% (w/v) (B) gl... | paragraph: Summary of fermentation products during the metabolic evolution of strains for succinate and malate production. Cultures were supplemented with sodium acetate as indicated. Black ...",false
doc_0353,doc_0353.pdf,p7_b0026,table_caption,paragraph,Table 1. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,"paragraph: The strains used in this study are listed in | paragraph: coli DH5α, used for vector construction, was cultured in LB medium (10 g/L tryptone, 5 g/L yeast extract, and 5 g/L NaCl). A Competent Cell Preparation Kit (Takara Biomedical Tech...",true
doc_0354,doc_0354.pdf,p2_b0020,table_caption,table_caption,Table S1. 2.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: Sequences of sgRNA and their corresponding loci are listed in | paragraph: 3. Plasmid construction Genes involved in mogrol synthesis, including S. grosvenorii CDS (SgCDS), EPH3, and CYP87D18, were codon-optimized and synthesized by Genewiz (Itkin et al....",false
doc_0356,doc_0356.pdf,p9_b0076,table_caption,table_caption,Table S1.,skip_keep_as_caption,,Sign-off label is keep_as_caption.,high,false,keep_as_caption,section_heading: ## Supplementary | paragraph: Oligonucleotides and genes were ordered from GENEWIZ. Gibson Assembly toolkit Table 1 | In vitro kinetic characterization of AGE and mutant activities Enzymes Km (μM) kcat (s−1),false
doc_0356,doc_0356.pdf,p10_b0082,table_caption,table_caption,"Supplementary Table S4. For cell culture, Luria–Bertani (LB) medium (per liter: 10.",skip_keep_as_caption,,Sign-off label is keep_as_caption.,medium,false,keep_as_caption,"paragraph: Strains and cultivation conditions All recombinant strains constructed and used in this study are pro- vided in | paragraph: 0 g tryptone, 5.0 g yeast extract, and 5.0 g NaCl) was used unless noted otherwise. For 2′-FL producing strain culture, OSF medium (per liter: 12.5 g K2HPO4·3H2O, 12.0 g yeast ext...",false
doc_0372,doc_0372.pdf,p11_b0076,table_caption,table_caption,Table 1 (continued),skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: The bacteria strains and plasmids used in this study are listed in Table 1. The plasmids pYB1k, pLB1s, pRB1k, pXB1k, pLB1k, and pSB1k used for the expres- sion of genes are derive... | subsection_heading: ### Plasmid/strain",false
doc_0377,doc_0377.pdf,p5_b0065,table_caption,table_caption,TABLE 2 Subject disposition.,skip_uncertain,,Sign-off label is uncertain.,medium,false,uncertain,"paragraph: Head circumference mean, cm (SD) 35.8 (1.5) 35.7 (1.3) 35.6 (1.4) 35.7 (1.4) | paragraph: Enrolled/safety population 66 (100.0) 66 (100.0) 89 (100.0) 221 (100.0)",false
doc_0380,doc_0380.pdf,p5_b0064,table_caption,table_caption,Table 3. VAS scores.,skip_keep_as_caption,,Sign-off label is keep_as_caption.,medium,false,keep_as_caption,paragraph: Nausea Weight gain Heartburn Indigestion Swelling Itching Foamy urine 3.3. Clinical Outcomes 3.3.1. Primary Outcome The VAS pain scores were compared among the groups over a 12-we... | paragraph: Baseline 34.00 ± 17.89 36.00 ± 16.98 40.50 ± 17.61 40.0 (20.0–90.0) 6 weeks 33.50 ± 14.24 24.00 ± 12.73 20.0 (10.0–50.0) 30.28 ± 17.70 30.0 (0.0–60.0) 12 weeks 23.06 ± 12.02 20.0 ...,false
doc_0380,doc_0380.pdf,p7_b0083,table_caption,table_caption,Table 4. KWOMAC scores.,skip_keep_as_caption,,Sign-off label is keep_as_caption.,medium,false,keep_as_caption,"paragraph: Compared with the baseline values, the KWOMAC scores of the 600 mg 3′-SL group at 12 weeks significantly decreased (Table 4 and Figure 2A). No significant differences were observe... | paragraph: Baseline 44.45 ± 8.64 43.5 (31.0–59.0) 44.55 ± 8.73 41.5 (32.0–60.0) 44.80 ± 14.28 41.0 (31.0–94.0) 6 weeks 43.45 ± 12.61 41.0 (27.00–76.0) 37.45 ± 9.97 35.0 (20.0–62.0) 34.50 ± 1...",false
doc_0380,doc_0380.pdf,p7_b0101,figure_caption,figure_caption,Figure 2. Cont.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,title: # 3ʹ-SL 200 mg 3ʹ-SL 600 mg | paragraph: 8 of 12 PEER REVIEW 8 of 12,false
doc_0387,doc_0387.pdf,p2_b0017,table_caption,paragraph,Table 1. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,"paragraph: In the present study, we aimed at investigating the relationship between the polysaccharide portion of LPS and biofilm formation | paragraph: coli strains and plasmids used in this study.",true
doc_0387,doc_0387.pdf,p3_b0032,table_caption,paragraph,Table 1. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,"paragraph: Bacterial strains, plasmids, and culture conditions The bacterial strains and plasmids used in this study are listed in | paragraph: coli strains were grown in LB broth or on LB agar plates. Carbenicillin, chloramphenicol, kanamycin, and spectino- mycin were supplemented at 50, 25, 50 and 50 mg/ml, respec- tive...",true
doc_0388,doc_0388.pdf,p3_b0024,table_caption,paragraph,Table 1. E.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,paragraph: Bacterial strains and plasmids The bacterial strains and plasmids used in this study are listed in | paragraph: coli DH5α was used as the host for general genetic manipulation. E. coli SA8 (also named E. coli C-8 in previous studies) was a PSA-producing strain (Guo et al. 1998; Qian et al. ...,true
doc_0390,doc_0390.pdf,p6_b0079,figure_caption,figure_caption,Fig. 2. Monthly Weights.,skip_uncertain,,Sign-off label is uncertain.,medium,false,uncertain,"paragraph: Times spent immobile or mobile were not significantly affected by GWI or LNFPIII during the 1st 5 min of the test (p’s > 0.29; Fig. 4F), although a numerical increase and decrease... | paragraph: Monthly weights were monitored and are presented for the start of study (0), post GWI exposure (0.5), start of LNFPIII treatment (6.5), prior to Radial Arm Maze (RAM) food restric...",false
doc_0397,doc_0397.pdf,p35_b0586,table_caption,table_caption,Table 6. Plating Guidelines.,skip_keep_as_caption,,Sign-off label is keep_as_caption.,medium,false,keep_as_caption,paragraph: The plating volume in the following table is the fraction of transformation reaction plated per the total transformation mixture. * When plating <100 μL of the transformation mixt... | title: # Calculating Cloning Efficiency,false
doc_0400,doc_0400.pdf,p2_b0027,table_caption,table_caption,Table S2. 2.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: INTEGRATE was used for genome integration. Besides pSL1765- VUQBC, which was constructed at General Biology (Chuzhou, China), other pSL1765 plasmids containing N32-specific sequen... | paragraph: 3. Fed-Batch Fermentation. A batch-feeding experiment in a 5 L fermentor was conducted as previously reported.31 In this study, we optimized the formulation of the feeding solutio...",false
doc_0401,doc_0401.pdf,p2_b0028,table_caption,table_caption,Table S2. 2.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: INTEGRATE was used for genome integration. Besides pSL1765- VUQBC, which was constructed at General Biology (Chuzhou, China), other pSL1765 plasmids containing N32-specific sequen... | paragraph: 3. Fed-Batch Fermentation. A batch-feeding experiment in a 5 L fermentor was conducted as previously reported.31 In this study, we optimized the formulation of the feeding solutio...",false
doc_0402,doc_0402.pdf,p8_b0084,figure_caption,figure_caption,Figure 3 | Continued,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: Upon restimulation by influenza-loaded DCs, low background | figure_caption: Figure 4 | Flow cytometric analysis of T helpher (Th) 1 and regulatory T cell (Tregs) populations in the spleen at day 31. (A) Representative plots of splenic CD4 T-cells from 1% ...",false
doc_0402,doc_0402.pdf,p13_b0108,figure_caption,figure_caption,Figure 7 | Continued,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: Dendritic cells are professional antigen-presenting cells that initiate and prime adaptive immune response, and thus are critically important in the induction of vaccine-specific | figure_caption: Figure 7 | Effects of 2′-fucosyllactose (2′FL) on the phenotypes and antigen presenting capacity of bone marrow-derived dendritic cell (BMDC) in vitro. (A). Representative plots a...",false
doc_0410,doc_0410.pdf,p4_b0066,table_caption,table_caption,table S2).,skip_uncertain,,Sign-off label is uncertain.,medium,false,uncertain,"section_heading: ## supplementary | paragraph: Therefore, LNFP3 was excluded from the final multivariate model. A minimal model accounting only for DSLNT and DPP, provided only a small increase in QIC relative to the final mod...",false
doc_0410,doc_0410.pdf,p6_b0083,table_caption,table_caption,table S1).,skip_uncertain,,Sign-off label is uncertain.,medium,false,uncertain,"section_heading: ## supplementary | paragraph: Furthermore, these HMO were consistently dysregulated in NEC cases. When considering dysregulation over multiple con- secutive days, the separation between cases controls increase...",false
doc_0412,doc_0412.pdf,p13_b0137,table_caption,table_caption,Table 3. (Continued).,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,paragraph: bacteria.99 | paragraph: Intestinal disease Type of Object Intervention,false
doc_0425,doc_0425.pdf,p4_b0030,table_caption,table_caption,Table 1. 2.,skip_eval_only_noise,,Sign-off label is eval_only_noise.,medium,false,eval_only_noise,"paragraph: N.A total RNA isolation kit (Omega Bio-Tek, Norcross, GA) according to the manufacturer's directions. RNA was quantified with a Take3 micro- volume plate and Epoch microplate spec... | paragraph: 9. Data analysis Electrophysiology data was digitized at 10 kHz, low-pass filtered at 1 kHz, and analyzed with pCLAMP 10.2 software (Axon Instruments, Sunnyvale, CA). Electrophysi...",false
doc_0436,doc_0436.pdf,p10_b0075,table_caption,paragraph,Table S1. P.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,"paragraph: The strains used in this study are listed in Additional file 1: | paragraph: pastoris SHY169 derived from GS115 (Mut+, Additional file 1: Table S1), in which a codon- optimized endo-β-D-1,4-glucanase gene stce1 from Staphylotrichum coccosporum was integrat...",true
doc_0436,doc_0436.pdf,p11_b0084,table_caption,table_caption,Table S2).,skip_uncertain,,Sign-off label is uncertain.,medium,false,uncertain,"paragraph: Yeast transformation was performed using the electro- transformation method [59]. Positive transformants were selected on hygromycin selective plates, which were YPD agar plates c... | paragraph: The YPD medium contained, per liter, 10 g yeast extract, 20 g peptone, and 20 g glucose. The BMGY liquid medium contained, per liter, 10 g yeast extract, 20 g pep- tone, 2.3 g K2H...",false
doc_0436,doc_0436.pdf,p14_b0121,table_caption,paragraph,Table S1. P.,demote_to_paragraph,phase5d3_broken_organism_or_abbreviation_prefix,Sign-off safe_to_demote and nearby text strongly indicates split organism/abbreviation.,high,false,safe_to_demote,paragraph: Additional file 1: | paragraph: pastoris strains used in this study. Table S2.,true
